"","lat","tos","tossd","tos_n","ci_u","ci_l"
"1",88.7543402777778,0.0912868125985066,0.00118654145455328,288,0.0914018270928206,0.0911717981041926
"2",87.5130208333333,0.101382802525121,0.00590555306379991,288,0.101955242869848,0.100810362180394
"3",86.2717013888889,0.102076544788563,0.0111667755449741,288,0.103158968868644,0.100994120708481
"4",85.0303819444444,0.106127273239609,0.017493945666344,288,0.107823006082866,0.104431540396353
"5",83.7890625,0.111999191421395,0.0245194223326368,288,0.114375921665111,0.109622461177678
"6",82.5477430555556,0.12021877652862,0.0341795786257234,288,0.123531890399541,0.116905662657699
"7",81.3064236111111,0.144890968209236,0.0503320011181157,288,0.149769777655124,0.140012158763348
"8",80.0651041666667,0.15934191232488,0.0729772755686083,252,0.166904201456662,0.151779623193099
"9",78.8237847222222,0.17830045322479,0.0987124603089518,253,0.18850932192159,0.16809158452799
"10",77.5824652777778,0.20953287278104,0.119897716222448,254,0.221908293002993,0.197157452559087
"11",76.3411458333333,0.228632038731584,0.135737154808848,253,0.242670011104917,0.214594066358252
"12",75.0998263888889,0.243155958138621,0.139511872042765,243,0.257878199445956,0.228433716831285
"13",73.8585069444444,0.264287897536369,0.132603939158645,241,0.278339110189143,0.250236684883594
"14",72.6171875,0.277912954499913,0.131901702775865,236,0.292037038861059,0.263788870138768
"15",71.3758680555556,0.300338632576168,0.13078181650426,200,0.315551051257014,0.285126213895321
"16",70.1345486111111,0.333592326028479,0.117305802437179,180,0.347975314899337,0.319209337157622
"17",68.8932291666667,0.33072076227567,0.132955728192173,146,0.3488215104938,0.31262001405754
"18",67.6519097222222,0.324158361875543,0.114780706439015,102,0.342853759644496,0.305462964106591
"19",66.4105902777778,0.331904204865528,0.0993895006889772,86,0.349534402690981,0.314274007040075
"20",65.1692708333333,0.356712238713243,0.14719625537685,87,0.382672140065674,0.330752337360811
"21",63.9279513888889,0.333691133876865,0.127450204149595,89,0.355914581527579,0.311467686226151
"22",62.6866319444444,0.304016505417071,0.105685347105741,95,0.32185338489135,0.286179625942792
"23",61.4453125,0.309536202561737,0.124381028466089,101,0.329895339285451,0.289177065838024
"24",60.2039930555556,0.316252903081477,0.139227964068214,112,0.337894203979109,0.294611602183845
"25",58.9626736111111,0.344144481031791,0.153162633050335,138,0.365592104808595,0.322696857254987
"26",57.7213541666667,0.360091622012693,0.151515973282583,148,0.380579334200072,0.339603909825313
"27",56.4800347222222,0.368183586327051,0.155890949443199,151,0.389052427354128,0.347314745299973
"28",55.2387152777778,0.354619564954191,0.14285606268607,144,0.374202750214074,0.335036379694309
"29",53.9973958333333,0.349071164451101,0.144774233267326,136,0.369492668351286,0.328649660550916
"30",52.7560763888889,0.343860730290413,0.137422438464701,125,0.364080143434301,0.323641317146525
"31",51.5147569444444,0.335757200395869,0.11985792829416,124,0.35346325611189,0.318051144679847
"32",50.2734375,0.346139180571286,0.110665008971283,134,0.361865381733802,0.330412979408769
"33",49.0321180555556,0.359445461989345,0.108293156209009,133,0.374892353389366,0.343998570589325
"34",47.7907986111111,0.358762831810643,0.1091565569683,136,0.374160192263195,0.34336547135809
"35",46.5494791666667,0.380436663235818,0.116496890118673,143,0.39646218637519,0.364411140096446
"36",45.3081597222222,0.374377441365977,0.119785594927649,148,0.390574629952124,0.358180252779829
"37",44.0668402777778,0.354362548593386,0.119731802582568,162,0.36983709457967,0.338888002607101
"38",42.8255208333333,0.323523819805628,0.104789615727374,166,0.336903018578296,0.31014462103296
"39",41.5842013888889,0.289660062955087,0.0886463360778204,166,0.300978140062454,0.278341985847719
"40",40.3428819444444,0.254077536836724,0.0770261271719763,163,0.264002071717085,0.244153001956362
"41",39.1015625,0.236442311683245,0.0864228070734655,171,0.247313980536417,0.225570642830073
"42",37.8602430555556,0.20033536466249,0.079042904204263,177,0.210108685542842,0.190562043782138
